省,市,县,县代码,production_2020_POP,production_2025_POP,production_2030_POP,production_2035_POP,production_2040_POP,production_2045_POP,production_2050_POP
广西壮族自治区,百色市,田阳区,451003.0,1372.0,919.0,667.0,473.0,839.0,917.0,1650.0
广西壮族自治区,百色市,西林县,451030.0,,,,,,,
广西壮族自治区,百色市,右江区,451002.0,,,,,,,
广西壮族自治区,北海市,海城区,450502.0,,,,,,,
广西壮族自治区,北海市,合浦县,450521.0,1650.0,1650.0,1650.0,1650.0,1318.0,1151.0,1650.0
广西壮族自治区,北海市,铁山港区,450512.0,,,,,,,
广西壮族自治区,北海市,银海区,450503.0,,,,,,,
广西壮族自治区,崇左市,大新县,451424.0,,,,,,,
广西壮族自治区,崇左市,扶绥县,451421.0,980.0,717.0,551.0,444.0,,,
广西壮族自治区,崇左市,江州区,451402.0,1008.0,703.0,522.0,412.0,,,
广西壮族自治区,崇左市,龙州县,451423.0,,,,,,,
广西壮族自治区,崇左市,宁明县,451422.0,,,,,,,
广西壮族自治区,崇左市,凭祥市,451481.0,,,,,,,
广西壮族自治区,崇左市,天等县,451425.0,1239.0,824.0,590.0,450.0,551.0,,
广西壮族自治区,防城港市,东兴市,450681.0,,,,,,,
广西壮族自治区,防城港市,防城区,450603.0,,,,,,,
广西壮族自治区,防城港市,港口区,450602.0,,,,,,,
广西壮族自治区,防城港市,上思县,450621.0,2503.0,1479.0,1037.0,779.0,821.0,764.0,1650.0
广西壮族自治区,贵港市,港北区,450802.0,,,,,,,
广西壮族自治区,贵港市,港南区,450803.0,,,,,,,
广西壮族自治区,贵港市,桂平市,450881.0,412.5,412.5,412.5,412.5,412.5,412.5,
广西壮族自治区,贵港市,平南县,450821.0,7314.0,2653.5,1933.5,1477.5,1192.5,973.5,
广西壮族自治区,贵港市,覃塘区,450804.0,2255.0,898.0,697.0,569.0,635.0,554.0,
广西壮族自治区,桂林市,叠彩区,450303.0,,,,,,,
广西壮族自治区,桂林市,恭城瑶族自治县,450332.0,1465.0,888.0,679.0,548.0,467.0,407.0,
广西壮族自治区,桂林市,灌阳县,450327.0,,,,,,,
广西壮族自治区,桂林市,荔浦市,450381.0,,,,,,,
广西壮族自治区,桂林市,临桂区,450312.0,,,,,,,
广西壮族自治区,桂林市,灵川县,450323.0,,,,,,,
广西壮族自治区,桂林市,龙胜各族自治县,450328.0,,,,,,,
广西壮族自治区,桂林市,平乐县,450330.0,,,,,,,
广西壮族自治区,桂林市,七星区,450305.0,,,,,,,
广西壮族自治区,桂林市,全州县,450324.0,,,,,,,
广西壮族自治区,桂林市,象山区,450304.0,,,,,,,
广西壮族自治区,桂林市,兴安县,450325.0,3300.0,2473.0,1916.0,1562.0,1338.0,1169.0,
广西壮族自治区,桂林市,秀峰区,450302.0,,,,,,,
广西壮族自治区,桂林市,雁山区,450311.0,,,,,,,
广西壮族自治区,桂林市,阳朔县,450321.0,,,,,,,
广西壮族自治区,桂林市,永福县,450326.0,,,,,,,
广西壮族自治区,桂林市,资源县,450329.0,,,,,,,
广西壮族自治区,河池市,巴马瑶族自治县,451227.0,,,,,,,
广西壮族自治区,河池市,大化瑶族自治县,451229.0,559.0,383.0,281.0,220.0,,,
广西壮族自治区,河池市,东兰县,451224.0,,,,,,,
广西壮族自治区,河池市,都安瑶族自治县,451228.0,1076.0,509.0,277.0,221.0,465.0,,
广西壮族自治区,河池市,凤山县,451223.0,,,,,,,
广西壮族自治区,河池市,环江毛南族自治县,451226.0,,,,,,,
广西壮族自治区,河池市,金城江区,451202.0,825.0,825.0,670.0,325.0,359.0,737.0,825.0
广西壮族自治区,河池市,罗城仫佬族自治县,451225.0,,,,,,,
广西壮族自治区,河池市,南丹县,451221.0,,,,,,,
广西壮族自治区,河池市,天峨县,451222.0,,,,,,,
广西壮族自治区,河池市,宜州区,451203.0,,,,,,,
广西壮族自治区,贺州市,八步区,451102.0,,,,,,,
广西壮族自治区,贺州市,富川瑶族自治县,451123.0,1650.0,955.0,719.0,573.0,485.0,416.0,
广西壮族自治区,贺州市,平桂区,451103.0,,,,,,,
广西壮族自治区,贺州市,昭平县,451121.0,,,,,,,
广西壮族自治区,贺州市,钟山县,451122.0,,,,,,,
广西壮族自治区,来宾市,合山市,451381.0,1437.0,1038.0,795.0,640.0,545.0,471.0,
广西壮族自治区,来宾市,金秀瑶族自治县,451324.0,,,,,,,
广西壮族自治区,来宾市,武宣县,451323.0,690.0,503.0,385.0,311.0,,,
广西壮族自治区,来宾市,象州县,451322.0,,,,,,,
广西壮族自治区,来宾市,忻城县,451321.0,,,,,,,
广西壮族自治区,来宾市,兴宾区,451302.0,,,,,,,
广西壮族自治区,柳州市,城中区,450202.0,,,,,,,
广西壮族自治区,柳州市,柳北区,450205.0,,,,,,,
广西壮族自治区,柳州市,柳城县,450222.0,,,,,,,
广西壮族自治区,柳州市,柳江区,450206.0,,,,,,,
广西壮族自治区,柳州市,柳南区,450204.0,1650.0,1650.0,1650.0,1555.0,1451.0,1267.0,
广西壮族自治区,柳州市,鹿寨县,450223.0,1815.0,1129.0,431.0,266.0,342.0,394.0,990.0
广西壮族自治区,柳州市,融安县,450224.0,1085.0,451.0,341.0,274.0,232.0,,
广西壮族自治区,柳州市,融水苗族自治县,450225.0,731.0,517.0,389.0,310.0,,,
广西壮族自治区,柳州市,三江侗族自治县,450226.0,,,,,,,
广西壮族自治区,柳州市,鱼峰区,450203.0,,,,,,,
广西壮族自治区,南宁市,宾阳县,450126.0,1259.0,912.0,699.0,562.0,476.0,549.0,
广西壮族自治区,南宁市,横州市,450127.0,3630.0,1884.0,1449.0,1172.0,1214.0,1021.0,1650.0
广西壮族自治区,南宁市,江南区,450105.0,,,,,,,
广西壮族自治区,南宁市,良庆区,450108.0,,,,,,,
广西壮族自治区,南宁市,隆安县,450123.0,330.0,237.0,180.0,144.0,,,
广西壮族自治区,南宁市,马山县,450124.0,432.0,309.0,234.0,187.0,,,
广西壮族自治区,南宁市,青秀区,450103.0,,,,,,,
广西壮族自治区,南宁市,上林县,450125.0,,,,,,,
广西壮族自治区,南宁市,武鸣区,450110.0,606.0,435.0,329.0,262.0,,,
广西壮族自治区,南宁市,西乡塘区,450107.0,2846.0,2108.0,1634.0,1334.0,1650.0,1650.0,
广西壮族自治区,南宁市,兴宁区,450102.0,,,,,,,
广西壮族自治区,南宁市,邕宁区,450109.0,,,,,,,
广西壮族自治区,钦州市,灵山县,450721.0,,,,,,,
广西壮族自治区,钦州市,浦北县,450722.0,,,,,,,
广西壮族自治区,钦州市,钦北区,450703.0,,,,,,,
广西壮族自治区,钦州市,钦南区,450702.0,,,,,,,
广西壮族自治区,梧州市,苍梧县,450421.0,,,,,,,
广西壮族自治区,梧州市,岑溪市,450481.0,,,,,,,
广西壮族自治区,梧州市,龙圩区,450406.0,,,,,,,
广西壮族自治区,梧州市,蒙山县,450423.0,495.0,495.0,495.0,475.0,400.0,344.0,
广西壮族自治区,梧州市,藤县,450422.0,,,,,,,
广西壮族自治区,梧州市,万秀区,450403.0,,,,,,,
广西壮族自治区,梧州市,长洲区,450405.0,,,,,,,
广西壮族自治区,玉林市,北流市,450981.0,4950.0,4950.0,3335.0,1884.0,1319.0,1141.0,1650.0
广西壮族自治区,玉林市,博白县,450923.0,,,,,,,
广西壮族自治区,玉林市,福绵区,450903.0,,,,,,,
广西壮族自治区,玉林市,陆川县,450922.0,1650.0,1650.0,1650.0,1650.0,1644.0,1260.0,1650.0
广西壮族自治区,玉林市,容县,450921.0,,,,,,,
广西壮族自治区,玉林市,兴业县,450924.0,4950.0,2438.0,1801.0,1105.0,947.0,828.0,1650.0
广西壮族自治区,玉林市,玉州区,450902.0,,,,,,,
贵州省,安顺市,关岭布依族苗族自治县,520424.0,969.0,716.0,557.0,368.0,626.0,735.0,990.0
贵州省,安顺市,平坝区,520403.0,1173.0,872.0,682.0,558.0,953.0,833.0,1320.0
贵州省,安顺市,普定县,520422.0,478.0,305.0,239.0,196.0,,,
贵州省,安顺市,西秀区,520402.0,,,,,,,
贵州省,安顺市,镇宁布依族苗族自治县,520423.0,,,,,,,
贵州省,安顺市,紫云苗族布依族自治县,520425.0,278.0,199.0,152.0,121.0,,,
贵州省,毕节市,大方县,520521.0,825.0,655.0,513.0,423.0,366.0,323.0,825.0
贵州省,毕节市,赫章县,520527.0,,,,,,,
贵州省,毕节市,金沙县,520523.0,623.0,461.0,359.0,294.0,,,
贵州省,毕节市,纳雍县,520525.0,776.0,582.0,458.0,377.0,327.0,600.0,1056.0
贵州省,毕节市,七星关区,520502.0,1780.0,995.0,785.0,647.0,561.0,497.0,1056.0
贵州省,毕节市,黔西市,520522.0,792.0,586.0,455.0,372.0,573.0,503.0,825.0
贵州省,毕节市,威宁彝族回族苗族自治县,520526.0,1056.0,1056.0,1056.0,1056.0,925.0,816.0,1056.0
贵州省,毕节市,织金县,520524.0,825.0,669.0,524.0,430.0,542.0,477.0,825.0
贵州省,贵阳市,白云区,520113.0,1924.0,1460.0,1159.0,1099.0,1229.0,1055.0,
贵州省,贵阳市,观山湖区,520115.0,,,,,,,
贵州省,贵阳市,花溪区,520111.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0
贵州省,贵阳市,开阳县,520121.0,421.0,309.0,239.0,194.0,,,
贵州省,贵阳市,南明区,520102.0,,,,,,,
贵州省,贵阳市,清镇市,520181.0,527.0,389.0,302.0,246.0,,,
贵州省,贵阳市,乌当区,520112.0,,,,,,,
贵州省,贵阳市,息烽县,520122.0,144.5,144.5,144.0,117.0,101.0,88.0,144.5
贵州省,贵阳市,修文县,520123.0,399.5,257.5,167.0,,,,
贵州省,贵阳市,云岩区,520103.0,,,,,,,
贵州省,六盘水市,六枝特区,520203.0,584.0,441.0,348.0,288.0,,,
贵州省,六盘水市,盘州市,520281.0,1198.0,888.0,695.0,571.0,495.0,538.0,1485.0
贵州省,六盘水市,水城区,520221.0,648.0,478.0,371.0,303.0,261.0,,
贵州省,六盘水市,钟山区,520201.0,1609.0,1208.0,739.0,421.0,354.0,,
贵州省,黔东南苗族侗族自治州,岑巩县,522626.0,,,,,,,
贵州省,黔东南苗族侗族自治州,从江县,522633.0,564.0,392.0,294.0,232.0,340.0,434.0,825.0
贵州省,黔东南苗族侗族自治州,丹寨县,522636.0,,,,,,,
贵州省,黔东南苗族侗族自治州,黄平县,522622.0,402.0,294.0,227.0,185.0,158.0,,
贵州省,黔东南苗族侗族自治州,剑河县,522629.0,,,,,,,
贵州省,黔东南苗族侗族自治州,锦屏县,522628.0,809.0,544.0,217.0,173.0,,,
贵州省,黔东南苗族侗族自治州,凯里市,522601.0,901.0,667.0,518.0,423.0,414.0,825.0,825.0
贵州省,黔东南苗族侗族自治州,雷山县,522634.0,,,,,,,
贵州省,黔东南苗族侗族自治州,黎平县,522631.0,,,,,,,
贵州省,黔东南苗族侗族自治州,麻江县,522635.0,126.0,91.0,69.0,,,,
贵州省,黔东南苗族侗族自治州,榕江县,522632.0,,,,,,,
贵州省,黔东南苗族侗族自治州,三穗县,522624.0,,,,,,,
贵州省,黔东南苗族侗族自治州,施秉县,522623.0,,,,,,,
贵州省,黔东南苗族侗族自治州,台江县,522630.0,,,,,,,
贵州省,黔东南苗族侗族自治州,天柱县,522627.0,,,,,,,
贵州省,黔东南苗族侗族自治州,镇远县,522625.0,541.0,386.0,292.0,235.0,199.0,,
贵州省,黔南布依族苗族自治州,都匀市,522701.0,696.0,512.0,399.0,382.0,,,
贵州省,黔南布依族苗族自治州,独山县,522726.0,525.0,370.0,278.0,222.0,624.0,,
贵州省,黔南布依族苗族自治州,福泉市,522702.0,292.0,214.0,165.0,134.0,,,
贵州省,黔南布依族苗族自治州,贵定县,522723.0,234.0,171.0,132.0,107.0,,,
贵州省,黔南布依族苗族自治州,惠水县,522731.0,743.0,523.0,392.0,312.0,,,
贵州省,黔南布依族苗族自治州,荔波县,522722.0,,,,,,,
贵州省,黔南布依族苗族自治州,龙里县,522730.0,1200.0,709.0,390.0,181.0,,,
贵州省,黔南布依族苗族自治州,罗甸县,522728.0,,,,,,,
贵州省,黔南布依族苗族自治州,平塘县,522727.0,,,,,,,
贵州省,黔南布依族苗族自治州,三都水族自治县,522732.0,420.0,301.0,230.0,185.0,,,
贵州省,黔南布依族苗族自治州,瓮安县,522725.0,398.0,295.0,229.0,187.0,442.0,386.0,660.0
贵州省,黔南布依族苗族自治州,长顺县,522729.0,195.0,141.0,108.0,87.0,,,
贵州省,黔西南布依族苗族自治州,安龙县,522328.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
贵州省,黔西南布依族苗族自治州,册亨县,522327.0,554.0,380.0,146.0,82.0,,,
贵州省,黔西南布依族苗族自治州,普安县,522323.0,,,,,,,
贵州省,黔西南布依族苗族自治州,晴隆县,522324.0,751.0,415.0,326.0,268.0,232.0,,
贵州省,黔西南布依族苗族自治州,望谟县,522326.0,246.0,172.0,127.0,100.0,,,
贵州省,黔西南布依族苗族自治州,兴仁市,522302.0,,,,,,,
贵州省,黔西南布依族苗族自治州,兴义市,522301.0,872.0,657.0,518.0,428.0,372.0,,
贵州省,黔西南布依族苗族自治州,贞丰县,522325.0,,,,,,,
贵州省,铜仁市,碧江区,520602.0,1716.0,857.0,546.0,441.0,375.0,,
贵州省,铜仁市,德江县,520626.0,683.0,483.0,361.0,286.0,420.0,362.0,
贵州省,铜仁市,江口县,520621.0,,,,,,,
贵州省,铜仁市,石阡县,520623.0,318.0,232.0,179.0,145.0,124.0,,
贵州省,铜仁市,思南县,520624.0,538.0,398.0,311.0,389.0,217.0,461.0,825.0
贵州省,铜仁市,松桃苗族自治县,520628.0,825.0,749.0,573.0,461.0,510.0,646.0,
贵州省,铜仁市,万山区,520603.0,,,,,,,
贵州省,铜仁市,沿河土家族自治县,520627.0,470.0,342.0,261.0,210.0,,,
贵州省,铜仁市,印江土家族苗族自治县,520625.0,290.0,214.0,167.0,,,,
贵州省,铜仁市,玉屏侗族自治县,520622.0,553.0,400.0,305.0,246.0,209.0,,
贵州省,遵义市,播州区,520304.0,708.0,523.0,407.0,333.0,,,
贵州省,遵义市,赤水市,520381.0,,,,,,,
贵州省,遵义市,道真仡佬族苗族自治县,520325.0,,,,,,,
贵州省,遵义市,凤冈县,520327.0,329.0,241.0,186.0,151.0,,,
贵州省,遵义市,红花岗区,520302.0,860.0,646.0,509.0,419.0,910.0,802.0,1485.0
贵州省,遵义市,汇川区,520303.0,631.0,471.0,368.0,302.0,,,
贵州省,遵义市,湄潭县,520328.0,646.0,476.0,370.0,303.0,389.0,338.0,825.0
贵州省,遵义市,仁怀市,520382.0,588.0,439.0,343.0,282.0,244.0,215.0,
贵州省,遵义市,绥阳县,520323.0,803.0,581.0,445.0,360.0,306.0,265.0,
贵州省,遵义市,桐梓县,520322.0,548.0,406.0,317.0,259.0,,,
贵州省,遵义市,务川仡佬族苗族自治县,520326.0,,,,,,,
贵州省,遵义市,习水县,520330.0,550.0,404.0,312.0,253.0,440.0,451.0,825.0
贵州省,遵义市,余庆县,520329.0,,,,,,,
贵州省,遵义市,正安县,520324.0,,,,,,,
海南省,白沙黎族自治县,白沙黎族自治县,469025.0,,,,,,,
海南省,保亭黎族苗族自治县,保亭黎族苗族自治县,469029.0,,,,,,,
海南省,昌江黎族自治县,昌江黎族自治县,469026.0,11352.0,7411.0,5522.0,4323.0,3260.0,2735.0,3135.0
海南省,澄迈县,澄迈县,469023.0,,,,,,,
海南省,儋州市,儋州市,460400.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0
海南省,定安县,定安县,469021.0,,,,,,,
海南省,东方市,东方市,469007.0,,,,,,,
海南省,海口市,龙华区,460106.0,,,,,,,
海南省,海口市,美兰区,460108.0,,,,,,,
海南省,海口市,琼山区,460107.0,,,,,,,
海南省,海口市,秀英区,460105.0,,,,,,,
海南省,乐东黎族自治县,乐东黎族自治县,469027.0,,,,,,,
海南省,临高县,临高县,469024.0,,,,,,,
海南省,陵水黎族自治县,陵水黎族自治县,469028.0,,,,,,,
海南省,琼海市,琼海市,469002.0,,,,,,,
海南省,琼中黎族苗族自治县,琼中黎族苗族自治县,469030.0,,,,,,,
海南省,三亚市,海棠区,460202.0,,,,,,,
海南省,三亚市,吉阳区,460203.0,,,,,,,
海南省,三亚市,天涯区,460204.0,,,,,,,
海南省,三亚市,崖州区,460205.0,,,,,,,
海南省,屯昌县,屯昌县,469022.0,,,,,,,
海南省,万宁市,万宁市,469006.0,,,,,,,
海南省,文昌市,文昌市,469005.0,,,,,,,
海南省,五指山市,五指山市,469001.0,,,,,,,
河北省,保定市,安国市,130683.0,,,,,,,
河北省,保定市,安新县,130632.0,,,,,,,
河北省,保定市,博野县,130637.0,,,,,,,
河北省,保定市,定兴县,130626.0,,,,,,,
河北省,保定市,定州市,130682.0,,,,,,,
河北省,保定市,阜平县,130624.0,,,,,,,
河北省,保定市,高碑店市,130684.0,,,,,,,
河北省,保定市,高阳县,130628.0,,,,,,,
河北省,保定市,竞秀区,130602.0,,,,,,,
河北省,保定市,涞水县,130623.0,1320.0,700.0,212.0,170.0,,,
河北省,保定市,涞源县,130630.0,,,,,,,
河北省,保定市,蠡县,130635.0,,,,,,,
河北省,保定市,莲池区,130606.0,,,,,,,
河北省,保定市,满城区,130607.0,,,,,,,
河北省,保定市,清苑区,130608.0,,,,,,,
河北省,保定市,曲阳县,130634.0,1320.0,1320.0,1320.0,1320.0,1320.0,1207.0,1320.0
河北省,保定市,容城县,130629.0,,,,,,,
河北省,保定市,顺平县,130636.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0
河北省,保定市,唐县,130627.0,1485.0,1485.0,1485.0,1485.0,1485.0,1485.0,1485.0
河北省,保定市,望都县,130631.0,,,,,,,
河北省,保定市,雄县,130638.0,,,,,,,
河北省,保定市,徐水区,130609.0,,,,,,,
河北省,保定市,易县,130633.0,2112.0,2112.0,2112.0,1980.0,1977.0,1320.0,1320.0
河北省,保定市,涿州市,130681.0,,,,,,,
河北省,沧州市,沧县,130921.0,,,,,,,
河北省,沧州市,东光县,130923.0,,,,,,,
河北省,沧州市,海兴县,130924.0,,,,,,,
河北省,沧州市,河间市,130984.0,,,,,,,
河北省,沧州市,黄骅市,130983.0,429.0,429.0,429.0,429.0,429.0,,
河北省,沧州市,孟村回族自治县,130930.0,,,,,,,
河北省,沧州市,南皮县,130927.0,,,,,,,
河北省,沧州市,泊头市,130981.0,,,,,,,
河北省,沧州市,青县,130922.0,,,,,,,
河北省,沧州市,任丘市,130982.0,,,,,,,
河北省,沧州市,肃宁县,130926.0,,,,,,,
河北省,沧州市,吴桥县,130928.0,,,,,,,
河北省,沧州市,献县,130929.0,,,,,,,
河北省,沧州市,新华区,130902.0,,,,,,,
河北省,沧州市,盐山县,130925.0,,,,,,,
河北省,沧州市,运河区,130903.0,,,,,,,
河北省,承德市,承德县,130821.0,1320.0,999.0,766.0,620.0,528.0,461.0,1320.0
河北省,承德市,丰宁满族自治县,130826.0,,,,,,,
河北省,承德市,宽城满族自治县,130827.0,1485.0,509.0,386.0,310.0,,,
河北省,承德市,隆化县,130825.0,825.0,825.0,691.0,549.0,463.0,401.0,
河北省,承德市,滦平县,130824.0,,,,,,,
河北省,承德市,平泉市,130881.0,825.0,759.0,576.0,462.0,492.0,426.0,825.0
河北省,承德市,双滦区,130803.0,,,,,,,
河北省,承德市,双桥区,130802.0,,,,,,,
河北省,承德市,围场满族蒙古族自治县,130828.0,,,,,,,
河北省,承德市,兴隆县,130822.0,3201.0,1929.0,687.0,438.0,397.0,345.0,
河北省,承德市,鹰手营子矿区,130804.0,1320.0,43.0,33.0,27.0,,,
河北省,邯郸市,成安县,130424.0,,,,,,,
河北省,邯郸市,磁县,130427.0,,,,,,,
河北省,邯郸市,丛台区,130403.0,,,,,,,
河北省,邯郸市,大名县,130425.0,,,,,,,
河北省,邯郸市,肥乡区,130407.0,,,,,,,
河北省,邯郸市,峰峰矿区,130406.0,2970.0,2970.0,2112.0,1734.0,1497.0,1314.0,1485.0
河北省,邯郸市,复兴区,130404.0,,,,,,,
河北省,邯郸市,馆陶县,130433.0,,,,,,,
河北省,邯郸市,广平县,130432.0,,,,,,,
河北省,邯郸市,邯山区,130402.0,,,,,,,
河北省,邯郸市,鸡泽县,130431.0,,,,,,,
河北省,邯郸市,临漳县,130423.0,,,,,,,
河北省,邯郸市,邱县,130430.0,,,,,,,
河北省,邯郸市,曲周县,130435.0,,,,,,,
河北省,邯郸市,涉县,130426.0,1485.0,354.0,276.0,,,,
河北省,邯郸市,魏县,130434.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0
河北省,邯郸市,武安市,130481.0,3993.0,3993.0,927.0,646.0,553.0,1315.0,1584.0
河北省,邯郸市,永年区,130408.0,,,,,,,
河北省,衡水市,安平县,131125.0,,,,,,,
河北省,衡水市,阜城县,131128.0,,,,,,,
河北省,衡水市,故城县,131126.0,,,,,,,
河北省,衡水市,冀州区,131103.0,,,,,,,
河北省,衡水市,景县,131127.0,,,,,,,
河北省,衡水市,饶阳县,131124.0,,,,,,,
河北省,衡水市,深州市,131182.0,,,,,,,
河北省,衡水市,桃城区,131102.0,,,,,,,
河北省,衡水市,武强县,131123.0,,,,,,,
河北省,衡水市,武邑县,131122.0,,,,,,,
河北省,衡水市,枣强县,131121.0,,,,,,,
河北省,廊坊市,安次区,131002.0,,,,,,,
河北省,廊坊市,霸州市,131081.0,,,,,,,
河北省,廊坊市,大厂回族自治县,131028.0,,,,,,,
河北省,廊坊市,大城县,131025.0,,,,,,,
河北省,廊坊市,固安县,131022.0,,,,,,,
河北省,廊坊市,广阳区,131003.0,,,,,,,
河北省,廊坊市,三河市,131082.0,1485.0,1485.0,1485.0,1485.0,1485.0,1485.0,825.0
河北省,廊坊市,文安县,131026.0,,,,,,,
河北省,廊坊市,香河县,131024.0,,,,,,,
河北省,廊坊市,永清县,131023.0,,,,,,,
河北省,秦皇岛市,北戴河区,130304.0,,,,,,,
河北省,秦皇岛市,昌黎县,130322.0,,,,,,,
河北省,秦皇岛市,抚宁区,130306.0,,,,,,,
河北省,秦皇岛市,海港区,130302.0,2970.0,2207.0,1712.0,1395.0,1194.0,1040.0,
河北省,秦皇岛市,卢龙县,130324.0,990.0,990.0,990.0,815.0,689.0,592.0,660.0
河北省,秦皇岛市,青龙满族自治县,130321.0,,,,,,,
河北省,秦皇岛市,山海关区,130303.0,,,,,,,
河北省,石家庄市,高邑县,130127.0,,,,,,,
河北省,石家庄市,藁城区,130109.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
河北省,石家庄市,晋州市,130183.0,,,,,,,
河北省,石家庄市,井陉矿区,130107.0,2640.0,86.0,66.0,53.0,,,
河北省,石家庄市,井陉县,130121.0,330.0,249.0,189.0,152.0,330.0,330.0,330.0
河北省,石家庄市,灵寿县,130126.0,1485.0,1128.0,861.0,692.0,587.0,506.0,1485.0
河北省,石家庄市,鹿泉区,130110.0,9570.0,9570.0,6710.0,4182.0,3116.0,3358.9,2640.0
河北省,石家庄市,栾城区,130111.0,,,,,,,
河北省,石家庄市,平山县,130131.0,,,,,,,
河北省,石家庄市,桥西区,130104.0,,,,,,,
河北省,石家庄市,深泽县,130128.0,,,,,,,
河北省,石家庄市,无极县,130130.0,,,,,,,
河北省,石家庄市,辛集市,130181.0,,,,,,,
河北省,石家庄市,新华区,130105.0,,,,,,,
河北省,石家庄市,新乐市,130184.0,,,,,,,
河北省,石家庄市,行唐县,130125.0,,,,,,,
河北省,石家庄市,裕华区,130108.0,,,,,,,
河北省,石家庄市,元氏县,130132.0,,,,,,,
河北省,石家庄市,赞皇县,130129.0,3036.0,734.0,423.0,341.0,,,
河北省,石家庄市,长安区,130102.0,,,,,,,
河北省,石家庄市,赵县,130133.0,,,,,,,
河北省,石家庄市,正定县,130123.0,,,,,,,
河北省,唐山市,曹妃甸区,130209.0,,,,,,,
河北省,唐山市,丰南区,130207.0,,,,,,,
河北省,唐山市,丰润区,130208.0,5280.0,5280.0,5280.0,5280.0,5280.0,5280.0,3960.0
河北省,唐山市,古冶区,130204.0,5049.0,4340.0,2285.0,475.0,552.0,448.0,1320.0
河北省,唐山市,开平区,130205.0,,,,,,,
河北省,唐山市,乐亭县,130225.0,,,,,,,
河北省,唐山市,路北区,130203.0,,,,,,,
河北省,唐山市,路南区,130202.0,,,,,,,
河北省,唐山市,滦南县,130224.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0
河北省,唐山市,滦州市,130284.0,5544.0,807.0,378.0,285.0,,,
河北省,唐山市,迁安市,130283.0,,,,,,,
河北省,唐山市,迁西县,130227.0,,,,,,,
河北省,唐山市,玉田县,130229.0,825.0,825.0,825.0,825.0,825.0,825.0,
河北省,唐山市,遵化市,130281.0,,,,,,,
河北省,邢台市,柏乡县,130524.0,,,,,,,
河北省,邢台市,广宗县,130531.0,,,,,,,
河北省,邢台市,巨鹿县,130529.0,,,,,,,
河北省,邢台市,临城县,130522.0,4125.0,2934.0,1663.0,1346.0,1135.0,1320.0,1320.0
河北省,邢台市,临西县,130535.0,,,,,,,
河北省,邢台市,隆尧县,130525.0,1320.0,1320.0,1320.0,1320.0,1320.0,,
河北省,邢台市,南宫市,130581.0,,,,,,,
河北省,邢台市,南和区,130506.0,,,,,,,
河北省,邢台市,内丘县,130523.0,1815.0,1815.0,1815.0,882.0,722.0,660.0,660.0
河北省,邢台市,宁晋县,130528.0,,,,,,,
河北省,邢台市,平乡县,130532.0,,,,,,,
河北省,邢台市,清河县,130534.0,,,,,,,
河北省,邢台市,任泽区,130505.0,,,,,,,
河北省,邢台市,沙河市,130582.0,1320.0,1320.0,1320.0,1320.0,1320.0,660.0,
河北省,邢台市,威县,130533.0,,,,,,,
河北省,邢台市,襄都区,130502.0,,,,,,,
河北省,邢台市,新河县,130530.0,,,,,,,
河北省,邢台市,信都区,130503.0,825.0,732.0,566.0,460.0,497.0,570.0,825.0
河北省,张家口市,赤城县,130732.0,,,,,,,
河北省,张家口市,崇礼区,130709.0,,,,,,,
河北省,张家口市,沽源县,130724.0,,,,,,,
河北省,张家口市,怀安县,130728.0,,,,,,,
河北省,张家口市,怀来县,130730.0,,,,,,,
河北省,张家口市,康保县,130723.0,,,,,,,
河北省,张家口市,桥东区,130702.0,,,,,,,
河北省,张家口市,桥西区,130703.0,,,,,,,
河北省,张家口市,尚义县,130725.0,,,,,,,
河北省,张家口市,万全区,130708.0,,,,,,,
河北省,张家口市,蔚县,130726.0,,,,,,,
河北省,张家口市,下花园区,130706.0,,,,,,,
河北省,张家口市,宣化区,130705.0,1089.0,1089.0,1089.0,825.0,825.0,825.0,825.0
河北省,张家口市,阳原县,130727.0,,,,,,,
河北省,张家口市,张北县,130722.0,,,,,,,
河北省,张家口市,涿鹿县,130731.0,1320.0,1320.0,967.0,662.0,428.0,274.0,
河南省,安阳市,安阳县,410522.0,4620.0,4620.0,4620.0,2913.0,1875.0,3233.0,3300.0
河南省,安阳市,北关区,410503.0,,,,,,,
河南省,安阳市,滑县,410526.0,,,,,,,
河南省,安阳市,林州市,410581.0,,,,,,,
河南省,安阳市,龙安区,410506.0,,,,,,,
河南省,安阳市,内黄县,410527.0,,,,,,,
河南省,安阳市,汤阴县,410523.0,,,,,,,
河南省,安阳市,文峰区,410502.0,,,,,,,
河南省,安阳市,殷都区,410505.0,,,,,,,
河南省,鹤壁市,鹤山区,410602.0,,,,,,,
河南省,鹤壁市,浚县,410621.0,,,,,,,
河南省,鹤壁市,淇滨区,410611.0,,,,,,,
河南省,鹤壁市,淇县,410622.0,,,,,,,
河南省,鹤壁市,山城区,410603.0,3135.0,3135.0,3135.0,3009.0,2088.0,1650.0,
河南省,济源市,济源市,419001.0,1485.0,803.0,448.0,364.0,,,
河南省,焦作市,博爱县,410822.0,,,,,,,
